States,Region,Latitude,Longitude,Date,Day,Type of Day,Month,Season,Period,Electricity Consumed
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,91.5
Gujarat,WR,22.2587,71.1924,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,398.0
MP,WR,21.30039105,76.13001949,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,225.2
Maharashtra,WR,19.25023195,73.16017493,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,471.4
Goa,WR,15.491997,73.81800065,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,11.9
DD,WR,20.4283,72.8397,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,5.3
DNH,WR,20.26657819,73.01661779999999,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,16.6
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,191.0
Telangana,SR,18.1124,79.0193,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,169.3
Karnataka,SR,12.57038129,76.91999711,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,185.6
Kerala,SR,8.900372741,76.56999263,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,67.2
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,332.0
Pondy,SR,11.93499371,79.83000037,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,8.8
Bihar,SR,25.78541445,87.4799727,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,90.2
DVC,ER,22.4975,88.3527,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,67.2
Jharkhand,ER,23.80039349,86.41998572,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,27.2
Odisha,ER,19.82042971,85.90001746,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,105.6
West Bengal,ER,22.58039044,88.32994665,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,186.4
Sikkim,ER,27.3333303,88.6166475,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,1.2
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,2.3
Assam,NER,26.7499809,94.21666744,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,31.8
Manipur,NER,24.79997072,93.95001705,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,2.6
Meghalaya,NER,25.57049217,91.8800142,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,5.8
Mizoram,NER,23.71039899,92.72001461,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2019-06-11,Tuesday,Working,6,SUMMER,pre-Covid-Lockdown,5.8
Punjab,NR,31.51997398,75.98000281,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,185.6
Haryana,NR,28.45000633,77.01999101,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,176.2
Rajasthan,NR,26.44999921,74.63998124,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,265.9
Delhi,NR,28.6699929,77.23000403,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,135.2
UP,NR,27.59998069,78.05000565,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,403.0
Uttarakhand,NR,30.32040895,78.05000565,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,38.4
HP,NR,31.10002545,77.16659704,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,29.2
J&K,NR,33.45,76.24,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,41.0
Chandigarh,NR,30.71999697,76.78000565,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,6.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,92.2
Gujarat,WR,22.2587,71.1924,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,368.3
MP,WR,21.30039105,76.13001949,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,221.2
Maharashtra,WR,19.25023195,73.16017493,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,463.4
Goa,WR,15.491997,73.81800065,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,11.9
DD,WR,20.4283,72.8397,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,7.1
DNH,WR,20.26657819,73.01661779999999,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,16.5
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,197.3
Telangana,SR,18.1124,79.0193,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,169.2
Karnataka,SR,12.57038129,76.91999711,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,179.2
Kerala,SR,8.900372741,76.56999263,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,64.6
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,337.6
Pondy,SR,11.93499371,79.83000037,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,9.2
Bihar,SR,25.78541445,87.4799727,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,87.6
DVC,ER,22.4975,88.3527,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,64.8
Jharkhand,ER,23.80039349,86.41998572,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,24.6
Odisha,ER,19.82042971,85.90001746,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,102.9
West Bengal,ER,22.58039044,88.32994665,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,184.3
Sikkim,ER,27.3333303,88.6166475,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,1.4
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,35.1
Manipur,NER,24.79997072,93.95001705,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,5.9
Mizoram,NER,23.71039899,92.72001461,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,1.6
Nagaland,NER,25.6669979,94.11657019,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2019-06-12,Wednesday,Working,6,SUMMER,pre-Covid-Lockdown,6.2
Punjab,NR,31.51997398,75.98000281,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,228.6
Haryana,NR,28.45000633,77.01999101,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,185.3
Rajasthan,NR,26.44999921,74.63998124,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,244.4
Delhi,NR,28.6699929,77.23000403,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,136.1
UP,NR,27.59998069,78.05000565,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,430.6
Uttarakhand,NR,30.32040895,78.05000565,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,45.5
HP,NR,31.10002545,77.16659704,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,30.2
J&K,NR,33.45,76.24,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,48.3
Chandigarh,NR,30.71999697,76.78000565,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,6.2
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,92.1
Gujarat,WR,22.2587,71.1924,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,302.6
MP,WR,21.30039105,76.13001949,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,210.1
Maharashtra,WR,19.25023195,73.16017493,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,457.8
Goa,WR,15.491997,73.81800065,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,10.4
DD,WR,20.4283,72.8397,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,7.4
DNH,WR,20.26657819,73.01661779999999,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,16.0
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,198.4
Telangana,SR,18.1124,79.0193,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,168.5
Karnataka,SR,12.57038129,76.91999711,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,178.9
Kerala,SR,8.900372741,76.56999263,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,64.5
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,338.7
Pondy,SR,11.93499371,79.83000037,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,8.9
Bihar,SR,25.78541445,87.4799727,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,86.7
DVC,ER,22.4975,88.3527,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,66.8
Jharkhand,ER,23.80039349,86.41998572,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,23.1
Odisha,ER,19.82042971,85.90001746,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,82.2
West Bengal,ER,22.58039044,88.32994665,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,168.4
Sikkim,ER,27.3333303,88.6166475,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,1.3
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,34.9
Manipur,NER,24.79997072,93.95001705,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,2.8
Meghalaya,NER,25.57049217,91.8800142,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,5.8
Mizoram,NER,23.71039899,92.72001461,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,2.1
Tripura,NER,23.83540428,91.27999914,2019-06-13,Thursday,Working,6,SUMMER,pre-Covid-Lockdown,5.1
Punjab,NR,31.51997398,75.98000281,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,256.0
Haryana,NR,28.45000633,77.01999101,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,203.2
Rajasthan,NR,26.44999921,74.63998124,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,257.8
Delhi,NR,28.6699929,77.23000403,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,134.7
UP,NR,27.59998069,78.05000565,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,453.9
Uttarakhand,NR,30.32040895,78.05000565,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,53.2
HP,NR,31.10002545,77.16659704,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,30.8
J&K,NR,33.45,76.24,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,48.9
Chandigarh,NR,30.71999697,76.78000565,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,6.5
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,92.8
Gujarat,WR,22.2587,71.1924,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,328.7
MP,WR,21.30039105,76.13001949,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,211.2
Maharashtra,WR,19.25023195,73.16017493,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,460.8
Goa,WR,15.491997,73.81800065,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,11.5
DD,WR,20.4283,72.8397,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,7.6
DNH,WR,20.26657819,73.01661779999999,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,16.9
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,198.7
Telangana,SR,18.1124,79.0193,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,169.8
Karnataka,SR,12.57038129,76.91999711,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,190.3
Kerala,SR,8.900372741,76.56999263,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,69.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,339.2
Pondy,SR,11.93499371,79.83000037,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,8.8
Bihar,SR,25.78541445,87.4799727,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,108.2
DVC,ER,22.4975,88.3527,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,67.3
Jharkhand,ER,23.80039349,86.41998572,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,26.8
Odisha,ER,19.82042971,85.90001746,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,92.3
West Bengal,ER,22.58039044,88.32994665,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,190.8
Sikkim,ER,27.3333303,88.6166475,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,1.3
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,31.0
Manipur,NER,24.79997072,93.95001705,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,2.7
Meghalaya,NER,25.57049217,91.8800142,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,6.1
Mizoram,NER,23.71039899,92.72001461,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,1.7
Nagaland,NER,25.6669979,94.11657019,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,2.2
Tripura,NER,23.83540428,91.27999914,2019-06-14,Friday,Working,6,SUMMER,pre-Covid-Lockdown,5.4
Punjab,NR,31.51997398,75.98000281,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,240.2
Haryana,NR,28.45000633,77.01999101,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,201.3
Rajasthan,NR,26.44999921,74.63998124,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,257.9
Delhi,NR,28.6699929,77.23000403,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,130.7
UP,NR,27.59998069,78.05000565,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,450.6
Uttarakhand,NR,30.32040895,78.05000565,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,46.9
HP,NR,31.10002545,77.16659704,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,31.1
J&K,NR,33.45,76.24,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,46.9
Chandigarh,NR,30.71999697,76.78000565,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,6.1
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,89.6
Gujarat,WR,22.2587,71.1924,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,342.9
MP,WR,21.30039105,76.13001949,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,203.4
Maharashtra,WR,19.25023195,73.16017493,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,464.0
Goa,WR,15.491997,73.81800065,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,11.5
DD,WR,20.4283,72.8397,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,7.6
DNH,WR,20.26657819,73.01661779999999,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,17.4
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,201.8
Telangana,SR,18.1124,79.0193,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,168.4
Karnataka,SR,12.57038129,76.91999711,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,198.1
Kerala,SR,8.900372741,76.56999263,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,71.9
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,332.9
Pondy,SR,11.93499371,79.83000037,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,9.1
Bihar,SR,25.78541445,87.4799727,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,106.1
DVC,ER,22.4975,88.3527,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,66.5
Jharkhand,ER,23.80039349,86.41998572,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,27.3
Odisha,ER,19.82042971,85.90001746,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,87.1
West Bengal,ER,22.58039044,88.32994665,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,180.4
Sikkim,ER,27.3333303,88.6166475,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,1.1
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,2.1
Assam,NER,26.7499809,94.21666744,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,31.8
Manipur,NER,24.79997072,93.95001705,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,2.2
Meghalaya,NER,25.57049217,91.8800142,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,6.1
Mizoram,NER,23.71039899,92.72001461,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,1.8
Nagaland,NER,25.6669979,94.11657019,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,2.1
Tripura,NER,23.83540428,91.27999914,2019-06-15,Saturday,Holiday,6,SUMMER,pre-Covid-Lockdown,5.0
Punjab,NR,31.51997398,75.98000281,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,237.6
Haryana,NR,28.45000633,77.01999101,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,165.9
Rajasthan,NR,26.44999921,74.63998124,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,223.1
Delhi,NR,28.6699929,77.23000403,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,117.9
UP,NR,27.59998069,78.05000565,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,413.3
Uttarakhand,NR,30.32040895,78.05000565,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,42.7
HP,NR,31.10002545,77.16659704,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,27.8
J&K,NR,33.45,76.24,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,46.8
Chandigarh,NR,30.71999697,76.78000565,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,5.7
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,86.9
Gujarat,WR,22.2587,71.1924,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,325.4
MP,WR,21.30039105,76.13001949,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,191.1
Maharashtra,WR,19.25023195,73.16017493,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,455.8
Goa,WR,15.491997,73.81800065,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,11.5
DD,WR,20.4283,72.8397,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,7.0
DNH,WR,20.26657819,73.01661779999999,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,17.3
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,197.6
Telangana,SR,18.1124,79.0193,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,166.4
Karnataka,SR,12.57038129,76.91999711,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,192.8
Kerala,SR,8.900372741,76.56999263,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,69.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,330.6
Pondy,SR,11.93499371,79.83000037,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,8.5
Bihar,SR,25.78541445,87.4799727,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,110.7
DVC,ER,22.4975,88.3527,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,65.8
Jharkhand,ER,23.80039349,86.41998572,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,26.4
Odisha,ER,19.82042971,85.90001746,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,77.4
West Bengal,ER,22.58039044,88.32994665,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,177.0
Sikkim,ER,27.3333303,88.6166475,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,0.9
Arunachal Pradesh,ER,27.10039878,93.61660071,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,2.2
Assam,NER,26.7499809,94.21666744,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,30.0
Manipur,NER,24.79997072,93.95001705,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,2.5
Meghalaya,NER,25.57049217,91.8800142,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,5.8
Mizoram,NER,23.71039899,92.72001461,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,1.8
Nagaland,NER,25.6669979,94.11657019,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,2.3
Tripura,NER,23.83540428,91.27999914,2019-06-16,Sunday,Holiday,6,SUMMER,pre-Covid-Lockdown,5.1
Punjab,NR,31.51997398,75.98000281,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,232.0
Haryana,NR,28.45000633,77.01999101,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,169.4
Rajasthan,NR,26.44999921,74.63998124,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,235.1
Delhi,NR,28.6699929,77.23000403,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,114.8
UP,NR,27.59998069,78.05000565,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,405.1
Uttarakhand,NR,30.32040895,78.05000565,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,41.8
HP,NR,31.10002545,77.16659704,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,29.0
J&K,NR,33.45,76.24,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,49.3
Chandigarh,NR,30.71999697,76.78000565,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,6.0
Chhattisgarh,WR,22.09042035,82.15998734,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,83.8
Gujarat,WR,22.2587,71.1924,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,330.9
MP,WR,21.30039105,76.13001949,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,195.0
Maharashtra,WR,19.25023195,73.16017493,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,473.9
Goa,WR,15.491997,73.81800065,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,11.5
DD,WR,20.4283,72.8397,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,7.3
DNH,WR,20.26657819,73.01661779999999,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,17.5
Andhra Pradesh,WR,14.7504291,78.57002559,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,193.4
Telangana,SR,18.1124,79.0193,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,166.1
Karnataka,SR,12.57038129,76.91999711,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,218.2
Kerala,SR,8.900372741,76.56999263,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,75.0
Tamil Nadu,SR,12.92038576,79.15004187,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,347.5
Pondy,SR,11.93499371,79.83000037,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,8.9
Bihar,SR,25.78541445,87.4799727,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,108.7
DVC,ER,22.4975,88.3527,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,66.3
Jharkhand,ER,23.80039349,86.41998572,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,27.2
Odisha,ER,19.82042971,85.90001746,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,87.4
West Bengal,ER,22.58039044,88.32994665,2019-06-17,Monday,Working,6,SUMMER,pre-Covid-Lockdown,187.7
